material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source,costo_total,_processed_at
Tubería HDPE,341.07,654.0,und,CEMENTO SUR,2024-02-16,20260405_174124,erp_odoo,223059.78,20260405_175213
Tubería HDPE,3713.89,246.56,ml,CONCREMAX,2024-03-21,20260405_174124,erp_odoo,915696.72,20260405_175213
Acero Corrugado,1634.72,192.24,ml,EXSA,2024-10-19,20260405_174124,erp_odoo,314258.57,20260405_175213
Geomalla,4729.67,340.61,und,FIRTH,2024-07-01,20260405_174124,erp_odoo,1610972.9,20260405_175213
Emulsión,4727.72,520.33,und,YURA,2024-07-09,20260405_174124,erp_odoo,2459974.55,20260405_175213
Tubería HDPE,3402.61,186.44,und,YURA,2024-12-10,20260405_174124,erp_odoo,634382.61,20260405_175213
Asfalto RC-250,4689.94,272.99,und,UNACEM,2024-10-31,20260405_174124,erp_odoo,1280306.72,20260405_175213
Emulsión,3335.36,772.53,und,YURA,2024-09-03,20260405_174124,erp_odoo,2576665.66,20260405_175213
Asfalto RC-250,314.34,579.83,und,CONCREMAX,2024-05-17,20260405_174124,erp_odoo,182263.76,20260405_175213
Tubería HDPE,2076.72,644.43,ml,YURA,2024-11-09,20260405_174124,erp_odoo,1338300.67,20260405_175213
Asfalto RC-250,976.23,354.91,und,CONCREMAX,2024-05-10,20260405_174124,erp_odoo,346473.79,20260405_175213
Cemento,4805.31,556.93,und,CONCREMAX,2024-07-25,20260405_174124,erp_odoo,2676221.3,20260405_175213
Arena Gruesa,4980.89,463.53,und,FIRTH,2024-11-20,20260405_174124,erp_odoo,2308791.94,20260405_175213
Arena Gruesa,4572.61,282.85,ml,EXSA,2024-11-11,20260405_174124,erp_odoo,1293362.74,20260405_175213
Geomalla,1809.93,535.36,m3,EXSA,2024-05-05,20260405_174124,erp_odoo,968964.12,20260405_175213
Arena Gruesa,2026.5,193.06,m2,FIRTH,2024-10-17,20260405_174124,erp_odoo,391236.09,20260405_175213
Tubería HDPE,2766.38,53.1,und,FIRTH,2024-09-25,20260405_174124,erp_odoo,146894.78,20260405_175213
Asfalto RC-250,2173.3,571.8,m2,EXSA,2024-06-20,20260405_174124,erp_odoo,1242692.94,20260405_175213
Acero Corrugado,184.13,120.69,ml,UNACEM,2024-11-03,20260405_174124,erp_odoo,22222.65,20260405_175213
Arena Gruesa,187.54,458.68,und,CEMENTO SUR,2024-10-06,20260405_174124,erp_odoo,86020.85,20260405_175213
Cemento,1489.96,468.31,ton,CONCREMAX,2024-05-18,20260405_174124,erp_odoo,697763.17,20260405_175213
Acero Corrugado,3084.35,79.8,m2,EXSA,2024-11-09,20260405_174124,erp_odoo,246131.13,20260405_175213
Cemento,1840.0,565.78,ml,EXSA,2024-01-20,20260405_174124,erp_odoo,1041035.2,20260405_175213
Cemento,2074.28,616.03,m3,UNACEM,2024-11-01,20260405_174124,erp_odoo,1277818.71,20260405_175213
Arena Gruesa,3803.11,98.63,ton,CONCREMAX,2024-12-01,20260405_174124,erp_odoo,375100.74,20260405_175213
Geomalla,3622.16,17.82,ml,UNACEM,2024-01-30,20260405_174124,erp_odoo,64546.89,20260405_175213
Tubería HDPE,3081.05,772.7,ton,CEMENTO SUR,2024-09-09,20260405_174124,erp_odoo,2380727.34,20260405_175213
Acero Corrugado,240.1,215.92,ml,CEMENTO SUR,2024-08-02,20260405_174124,erp_odoo,51842.39,20260405_175213
Piedra 3/4,1052.44,51.39,und,UNACEM,2024-02-07,20260405_174124,erp_odoo,54084.89,20260405_175213
Cemento,24.9,597.91,ton,YURA,2024-10-09,20260405_174124,erp_odoo,14887.96,20260405_175213
Piedra 3/4,4384.11,253.18,ton,CEMENTO SUR,2024-12-07,20260405_174124,erp_odoo,1109968.97,20260405_175213
Arena Gruesa,2769.43,697.34,m3,EXSA,2024-08-28,20260405_174124,erp_odoo,1931234.32,20260405_175213
Acero Corrugado,4816.2,229.98,und,CONCREMAX,2024-02-01,20260405_174124,erp_odoo,1107629.68,20260405_175213
Tubería HDPE,4165.24,384.73,m3,YURA,2024-06-20,20260405_174124,erp_odoo,1602492.79,20260405_175213
Emulsión,3286.43,344.97,und,EXSA,2024-03-04,20260405_174124,erp_odoo,1133719.76,20260405_175213
Asfalto RC-250,2779.18,731.44,m3,CONCREMAX,2024-07-21,20260405_174124,erp_odoo,2032803.42,20260405_175213
Arena Gruesa,3464.23,689.29,ton,FIRTH,2024-04-23,20260405_174124,erp_odoo,2387859.1,20260405_175213
Asfalto RC-250,625.98,550.44,und,YURA,2024-10-23,20260405_174124,erp_odoo,344564.43,20260405_175213
Cemento,3883.03,355.92,m3,YURA,2024-10-25,20260405_174124,erp_odoo,1382048.04,20260405_175213
Asfalto RC-250,2683.08,721.16,ton,UNACEM,2024-07-20,20260405_174124,erp_odoo,1934929.97,20260405_175213
Geomalla,2112.78,446.78,und,CONCREMAX,2024-03-10,20260405_174124,erp_odoo,943947.85,20260405_175213
Arena Gruesa,44.79,657.37,und,EXSA,2024-04-02,20260405_174124,erp_odoo,29443.6,20260405_175213
Arena Gruesa,4819.96,268.82,ml,FIRTH,2024-11-16,20260405_174124,erp_odoo,1295701.65,20260405_175213
Tubería HDPE,3122.88,563.58,m2,FIRTH,2024-08-13,20260405_174124,erp_odoo,1759992.71,20260405_175213
Arena Gruesa,2438.89,9.65,ml,EXSA,2024-06-10,20260405_174124,erp_odoo,23535.29,20260405_175213
Cemento,2828.61,365.53,und,FIRTH,2024-05-26,20260405_174124,erp_odoo,1033941.81,20260405_175213
Emulsión,672.62,284.45,ml,FIRTH,2024-04-14,20260405_174124,erp_odoo,191326.76,20260405_175213
Arena Gruesa,2990.83,434.68,m2,CONCREMAX,2024-08-21,20260405_174124,erp_odoo,1300053.98,20260405_175213
Arena Gruesa,4267.85,69.72,m2,YURA,2024-08-20,20260405_174124,erp_odoo,297554.5,20260405_175213
Arena Gruesa,4088.98,643.19,ml,EXSA,2024-09-14,20260405_174124,erp_odoo,2629991.05,20260405_175213
Asfalto RC-250,1737.19,186.73,m2,FIRTH,2024-10-11,20260405_174124,erp_odoo,324385.49,20260405_175213
Acero Corrugado,4058.66,645.34,ton,YURA,2024-05-03,20260405_174124,erp_odoo,2619215.64,20260405_175213
Cemento,3734.55,342.78,m3,CONCREMAX,2024-08-29,20260405_174124,erp_odoo,1280129.05,20260405_175213
Acero Corrugado,3292.76,55.95,m2,CONCREMAX,2024-03-09,20260405_174124,erp_odoo,184229.92,20260405_175213
Piedra 3/4,4094.76,694.65,m3,EXSA,2024-08-16,20260405_174124,erp_odoo,2844425.03,20260405_175213
Tubería HDPE,4536.67,275.82,ton,UNACEM,2024-03-03,20260405_174124,erp_odoo,1251304.32,20260405_175213
Tubería HDPE,134.49,96.7,m3,CEMENTO SUR,2024-04-01,20260405_174124,erp_odoo,13005.18,20260405_175213
Emulsión,4810.37,669.14,und,UNACEM,2024-06-12,20260405_174124,erp_odoo,3218810.98,20260405_175213
Cemento,3046.32,22.8,ml,EXSA,2024-03-10,20260405_174124,erp_odoo,69456.1,20260405_175213
Emulsión,510.99,247.93,ton,FIRTH,2024-07-09,20260405_174124,erp_odoo,126689.75,20260405_175213
Piedra 3/4,1686.99,277.98,m3,YURA,2024-01-12,20260405_174124,erp_odoo,468949.48,20260405_175213
Emulsión,1301.24,633.67,und,FIRTH,2024-05-23,20260405_174124,erp_odoo,824556.75,20260405_175213
Cemento,1048.85,436.76,und,UNACEM,2024-10-24,20260405_174124,erp_odoo,458095.73,20260405_175213
Piedra 3/4,4907.69,731.23,und,EXSA,2024-08-16,20260405_174124,erp_odoo,3588650.16,20260405_175213
Acero Corrugado,1770.64,490.67,ton,EXSA,2024-12-28,20260405_174124,erp_odoo,868799.93,20260405_175213
Piedra 3/4,3426.2,513.1,m2,YURA,2024-01-08,20260405_174124,erp_odoo,1757983.22,20260405_175213
Tubería HDPE,196.23,678.28,m2,EXSA,2024-01-05,20260405_174124,erp_odoo,133098.88,20260405_175213
Acero Corrugado,14.48,237.67,ton,FIRTH,2024-12-12,20260405_174124,erp_odoo,3441.46,20260405_175213
Acero Corrugado,37.25,69.39,ton,CONCREMAX,2024-10-02,20260405_174124,erp_odoo,2584.78,20260405_175213
Piedra 3/4,205.53,514.54,ml,EXSA,2024-01-23,20260405_174124,erp_odoo,105753.41,20260405_175213
Arena Gruesa,2494.44,95.92,m3,UNACEM,2024-10-27,20260405_174124,erp_odoo,239266.68,20260405_175213
Arena Gruesa,4300.65,564.01,und,UNACEM,2024-03-05,20260405_174124,erp_odoo,2425609.61,20260405_175213
Emulsión,2323.6,380.1,und,EXSA,2024-05-03,20260405_174124,erp_odoo,883200.36,20260405_175213
Geomalla,4520.8,47.19,und,EXSA,2024-02-06,20260405_174124,erp_odoo,213336.55,20260405_175213
Emulsión,2624.03,299.93,m2,CONCREMAX,2024-04-10,20260405_174124,erp_odoo,787025.32,20260405_175213
Emulsión,729.99,578.56,und,EXSA,2024-03-01,20260405_174124,erp_odoo,422343.01,20260405_175213
Cemento,2131.88,314.55,und,CONCREMAX,2024-10-16,20260405_174124,erp_odoo,670582.85,20260405_175213
Cemento,4795.05,422.43,m2,EXSA,2024-02-19,20260405_174124,erp_odoo,2025572.97,20260405_175213
Acero Corrugado,4615.38,320.63,m3,CEMENTO SUR,2024-08-29,20260405_174124,erp_odoo,1479829.29,20260405_175213
Cemento,22.32,136.83,m3,EXSA,2024-03-22,20260405_174124,erp_odoo,3054.05,20260405_175213
Asfalto RC-250,1715.48,422.98,ml,CONCREMAX,2024-03-25,20260405_174124,erp_odoo,725613.73,20260405_175213
Geomalla,157.68,433.7,m3,CONCREMAX,2024-05-23,20260405_174124,erp_odoo,68385.82,20260405_175213
Asfalto RC-250,1876.24,524.47,ml,CONCREMAX,2024-07-30,20260405_174124,erp_odoo,984031.59,20260405_175213
Tubería HDPE,1848.73,275.11,m3,EXSA,2024-08-18,20260405_174124,erp_odoo,508604.11,20260405_175213
Acero Corrugado,1277.42,715.89,und,YURA,2024-06-15,20260405_174124,erp_odoo,914492.2,20260405_175213
Cemento,4901.59,228.85,und,YURA,2024-10-24,20260405_174124,erp_odoo,1121728.87,20260405_175213
Arena Gruesa,4995.29,287.99,ml,UNACEM,2024-06-10,20260405_174124,erp_odoo,1438593.57,20260405_175213
Emulsión,911.82,554.82,ml,CEMENTO SUR,2024-09-11,20260405_174124,erp_odoo,505895.97,20260405_175213
Acero Corrugado,787.84,195.04,ton,UNACEM,2024-11-10,20260405_174124,erp_odoo,153660.31,20260405_175213
Asfalto RC-250,2796.0,474.77,m3,UNACEM,2024-07-02,20260405_174124,erp_odoo,1327456.92,20260405_175213
Acero Corrugado,2244.1,226.3,m3,YURA,2024-09-23,20260405_174124,erp_odoo,507839.83,20260405_175213
Cemento,2523.31,426.19,m3,FIRTH,2024-06-30,20260405_174124,erp_odoo,1075409.49,20260405_175213
Emulsión,3984.14,251.41,ml,FIRTH,2024-08-30,20260405_174124,erp_odoo,1001652.64,20260405_175213
Piedra 3/4,4333.11,681.2,ton,CONCREMAX,2024-04-30,20260405_174124,erp_odoo,2951714.53,20260405_175213
Piedra 3/4,2045.07,410.94,und,UNACEM,2024-05-17,20260405_174124,erp_odoo,840401.07,20260405_175213
Emulsión,4676.24,637.86,und,EXSA,2024-11-09,20260405_174124,erp_odoo,2982786.45,20260405_175213
Arena Gruesa,3985.36,150.97,und,CEMENTO SUR,2024-06-27,20260405_174124,erp_odoo,601669.8,20260405_175213
Piedra 3/4,3707.93,706.26,m3,EXSA,2024-06-26,20260405_174124,erp_odoo,2618762.64,20260405_175213
Cemento,2594.52,598.08,m3,EXSA,2024-07-13,20260405_174124,erp_odoo,1551730.52,20260405_175213
Geomalla,546.47,772.84,ton,CEMENTO SUR,2024-09-19,20260405_174124,erp_odoo,422333.87,20260405_175213
Emulsión,3150.89,686.02,und,CONCREMAX,2024-06-22,20260405_174124,erp_odoo,2161573.56,20260405_175213
Emulsión,4732.06,448.03,ton,FIRTH,2024-02-24,20260405_174124,erp_odoo,2120104.84,20260405_175213
Cemento,2410.13,172.43,m3,UNACEM,2024-12-31,20260405_174124,erp_odoo,415578.72,20260405_175213
Tubería HDPE,2786.86,675.75,und,CEMENTO SUR,2024-04-10,20260405_174124,erp_odoo,1883220.64,20260405_175213
Geomalla,4653.24,542.19,und,EXSA,2024-02-24,20260405_174124,erp_odoo,2522940.2,20260405_175213
Geomalla,2581.23,525.58,m3,EXSA,2024-10-08,20260405_174124,erp_odoo,1356642.86,20260405_175213
Tubería HDPE,3137.83,106.22,und,UNACEM,2024-07-05,20260405_174124,erp_odoo,333300.3,20260405_175213
Asfalto RC-250,3932.33,504.31,und,CEMENTO SUR,2024-04-10,20260405_174124,erp_odoo,1983113.34,20260405_175213
Asfalto RC-250,1208.26,451.78,ton,UNACEM,2024-05-11,20260405_174124,erp_odoo,545867.7,20260405_175213
Asfalto RC-250,3060.43,592.19,m2,UNACEM,2024-08-05,20260405_174124,erp_odoo,1812356.04,20260405_175213
Asfalto RC-250,3155.12,73.65,und,UNACEM,2024-06-14,20260405_174124,erp_odoo,232374.59,20260405_175213
Acero Corrugado,2854.75,27.62,m3,FIRTH,2024-11-19,20260405_174124,erp_odoo,78848.2,20260405_175213
Geomalla,3510.13,379.1,und,CEMENTO SUR,2024-02-21,20260405_174124,erp_odoo,1330690.28,20260405_175213
Cemento,413.58,477.6,m3,EXSA,2024-05-17,20260405_174124,erp_odoo,197525.81,20260405_175213
Tubería HDPE,3524.73,378.56,ml,CEMENTO SUR,2024-03-06,20260405_174124,erp_odoo,1334321.79,20260405_175213
Arena Gruesa,2821.68,602.42,ml,YURA,2024-10-31,20260405_174124,erp_odoo,1699836.47,20260405_175213
Emulsión,3203.03,59.73,m2,FIRTH,2024-07-14,20260405_174124,erp_odoo,191316.98,20260405_175213
Arena Gruesa,4433.05,509.26,m2,YURA,2024-08-28,20260405_174124,erp_odoo,2257575.04,20260405_175213
Cemento,1587.01,514.86,ml,EXSA,2024-04-25,20260405_174124,erp_odoo,817087.97,20260405_175213
Arena Gruesa,1158.51,469.02,ml,YURA,2024-10-31,20260405_174124,erp_odoo,543364.36,20260405_175213
Cemento,262.32,667.39,und,FIRTH,2024-04-18,20260405_174124,erp_odoo,175069.74,20260405_175213
Piedra 3/4,1150.01,159.63,ton,CEMENTO SUR,2024-08-21,20260405_174124,erp_odoo,183576.1,20260405_175213
Geomalla,428.12,128.15,und,CONCREMAX,2024-10-01,20260405_174124,erp_odoo,54863.58,20260405_175213
Arena Gruesa,137.52,333.85,ml,CONCREMAX,2024-08-05,20260405_174124,erp_odoo,45911.05,20260405_175213
Geomalla,2623.45,433.25,ml,YURA,2024-10-24,20260405_174124,erp_odoo,1136609.71,20260405_175213
Emulsión,4999.14,667.57,und,YURA,2024-10-03,20260405_174124,erp_odoo,3337275.89,20260405_175213
Cemento,4563.67,749.57,und,YURA,2024-12-05,20260405_174124,erp_odoo,3420790.12,20260405_175213
Tubería HDPE,2544.78,634.66,ml,CEMENTO SUR,2024-04-01,20260405_174124,erp_odoo,1615070.07,20260405_175213
Acero Corrugado,2849.04,6.58,m3,EXSA,2024-09-25,20260405_174124,erp_odoo,18746.68,20260405_175213
Acero Corrugado,3265.49,770.07,und,EXSA,2024-01-20,20260405_174124,erp_odoo,2514655.88,20260405_175213
Cemento,174.64,208.61,m2,CONCREMAX,2024-04-09,20260405_174124,erp_odoo,36431.65,20260405_175213
Arena Gruesa,2640.02,792.12,und,CEMENTO SUR,2024-04-12,20260405_174124,erp_odoo,2091212.64,20260405_175213
Cemento,900.68,220.42,und,CONCREMAX,2024-06-30,20260405_174124,erp_odoo,198527.89,20260405_175213
Acero Corrugado,1636.26,458.39,ton,YURA,2024-07-13,20260405_174124,erp_odoo,750045.22,20260405_175213
Geomalla,811.79,215.48,m3,EXSA,2024-05-31,20260405_174124,erp_odoo,174924.51,20260405_175213
Asfalto RC-250,1878.96,54.19,ml,YURA,2024-11-25,20260405_174124,erp_odoo,101820.84,20260405_175213
Piedra 3/4,3815.17,382.08,und,EXSA,2024-05-19,20260405_174124,erp_odoo,1457700.15,20260405_175213
Asfalto RC-250,2974.32,390.17,und,UNACEM,2024-03-10,20260405_174124,erp_odoo,1160490.43,20260405_175213
Asfalto RC-250,3469.84,354.43,m3,CEMENTO SUR,2024-11-16,20260405_174124,erp_odoo,1229815.39,20260405_175213
Geomalla,3210.58,384.71,und,CEMENTO SUR,2024-03-13,20260405_174124,erp_odoo,1235142.23,20260405_175213
Asfalto RC-250,1236.41,62.89,ml,YURA,2024-05-28,20260405_174124,erp_odoo,77757.82,20260405_175213
Arena Gruesa,3893.2,95.51,m3,FIRTH,2024-03-15,20260405_174124,erp_odoo,371839.53,20260405_175213
Arena Gruesa,2468.49,739.14,m3,CONCREMAX,2024-11-22,20260405_174124,erp_odoo,1824559.7,20260405_175213
Piedra 3/4,694.98,608.98,und,CEMENTO SUR,2024-02-23,20260405_174124,erp_odoo,423228.92,20260405_175213
Emulsión,2970.35,772.92,und,CONCREMAX,2024-11-14,20260405_174124,erp_odoo,2295842.92,20260405_175213
Asfalto RC-250,329.56,406.59,m3,EXSA,2024-11-11,20260405_174124,erp_odoo,133995.8,20260405_175213
Piedra 3/4,3173.56,678.69,m3,CEMENTO SUR,2024-01-11,20260405_174124,erp_odoo,2153863.44,20260405_175213
Acero Corrugado,3617.72,57.27,m3,YURA,2024-03-30,20260405_174124,erp_odoo,207186.82,20260405_175213
Arena Gruesa,4761.76,227.9,m2,UNACEM,2024-05-03,20260405_174124,erp_odoo,1085205.1,20260405_175213
Piedra 3/4,2559.81,557.49,m2,YURA,2024-01-23,20260405_174124,erp_odoo,1427068.48,20260405_175213
Cemento,932.46,211.92,und,UNACEM,2024-03-19,20260405_174124,erp_odoo,197606.92,20260405_175213
Emulsión,2130.31,104.75,und,YURA,2024-01-01,20260405_174124,erp_odoo,223149.97,20260405_175213
Acero Corrugado,1163.05,254.25,m3,FIRTH,2024-09-28,20260405_174124,erp_odoo,295705.46,20260405_175213
Geomalla,1578.91,633.2,m3,CONCREMAX,2024-01-09,20260405_174124,erp_odoo,999765.81,20260405_175213
Tubería HDPE,2019.26,102.46,ml,FIRTH,2024-08-13,20260405_174124,erp_odoo,206893.38,20260405_175213
Asfalto RC-250,744.86,640.64,m2,CEMENTO SUR,2024-01-24,20260405_174124,erp_odoo,477187.11,20260405_175213
Geomalla,4790.66,482.35,m2,FIRTH,2024-05-09,20260405_174124,erp_odoo,2310774.85,20260405_175213
Piedra 3/4,4672.24,524.64,m3,UNACEM,2024-11-08,20260405_174124,erp_odoo,2451243.99,20260405_175213
Acero Corrugado,3554.37,391.92,m2,CONCREMAX,2024-08-15,20260405_174124,erp_odoo,1393028.69,20260405_175213
Piedra 3/4,222.49,676.5,ton,CONCREMAX,2024-01-04,20260405_174124,erp_odoo,150514.49,20260405_175213
Tubería HDPE,3759.19,387.83,und,FIRTH,2024-02-19,20260405_174124,erp_odoo,1457926.66,20260405_175213
Geomalla,3528.27,288.82,m3,UNACEM,2024-03-05,20260405_174124,erp_odoo,1019034.94,20260405_175213
Arena Gruesa,3055.09,715.7,und,YURA,2024-10-01,20260405_174124,erp_odoo,2186527.91,20260405_175213
Cemento,4136.42,255.82,m3,EXSA,2024-06-01,20260405_174124,erp_odoo,1058178.96,20260405_175213
Asfalto RC-250,2041.51,644.47,ton,CEMENTO SUR,2024-04-26,20260405_174124,erp_odoo,1315691.95,20260405_175213
Tubería HDPE,1341.32,478.21,und,CONCREMAX,2024-02-02,20260405_174124,erp_odoo,641432.64,20260405_175213
Asfalto RC-250,547.28,233.21,und,UNACEM,2024-02-18,20260405_174124,erp_odoo,127631.17,20260405_175213
Tubería HDPE,4060.23,463.33,m2,FIRTH,2024-08-31,20260405_174124,erp_odoo,1881226.37,20260405_175213
Cemento,4531.32,327.13,ml,FIRTH,2024-06-30,20260405_174124,erp_odoo,1482330.71,20260405_175213
Geomalla,4784.43,684.33,m2,YURA,2024-11-26,20260405_174124,erp_odoo,3274128.98,20260405_175213
Geomalla,329.54,356.44,ton,EXSA,2024-04-04,20260405_174124,erp_odoo,117461.24,20260405_175213
Acero Corrugado,2538.31,40.32,m2,CEMENTO SUR,2024-01-01,20260405_174124,erp_odoo,102344.66,20260405_175213
Arena Gruesa,2417.32,232.96,und,UNACEM,2024-01-24,20260405_174124,erp_odoo,563138.87,20260405_175213
Acero Corrugado,229.61,192.97,m3,CONCREMAX,2024-11-28,20260405_174124,erp_odoo,44307.84,20260405_175213
Acero Corrugado,2719.08,443.4,ton,FIRTH,2024-03-13,20260405_174124,erp_odoo,1205640.07,20260405_175213
Acero Corrugado,741.71,415.76,m2,CONCREMAX,2024-10-06,20260405_174124,erp_odoo,308373.35,20260405_175213
Asfalto RC-250,4755.45,787.25,ml,FIRTH,2024-05-02,20260405_174124,erp_odoo,3743728.01,20260405_175213
Emulsión,1749.07,53.94,ton,CEMENTO SUR,2024-08-30,20260405_174124,erp_odoo,94344.84,20260405_175213
Arena Gruesa,4847.56,362.84,und,FIRTH,2024-04-10,20260405_174124,erp_odoo,1758888.67,20260405_175213
Arena Gruesa,2229.75,5.83,ml,UNACEM,2024-10-29,20260405_174124,erp_odoo,12999.44,20260405_175213
Piedra 3/4,2261.5,308.48,m2,FIRTH,2024-12-23,20260405_174124,erp_odoo,697627.52,20260405_175213
Piedra 3/4,4414.49,421.59,ton,EXSA,2024-08-25,20260405_174124,erp_odoo,1861104.84,20260405_175213
Cemento,1762.93,646.58,ton,UNACEM,2024-09-29,20260405_174124,erp_odoo,1139875.28,20260405_175213
Asfalto RC-250,1638.7,293.15,und,UNACEM,2024-02-25,20260405_174124,erp_odoo,480384.9,20260405_175213
Asfalto RC-250,4222.89,130.9,m2,YURA,2024-05-03,20260405_174124,erp_odoo,552776.3,20260405_175213
Tubería HDPE,1512.65,232.0,ton,EXSA,2024-03-02,20260405_174124,erp_odoo,350934.8,20260405_175213
Asfalto RC-250,2875.33,760.4,ml,EXSA,2024-05-26,20260405_174124,erp_odoo,2186400.93,20260405_175213
Arena Gruesa,3228.7,677.14,m2,UNACEM,2024-08-09,20260405_174124,erp_odoo,2186281.92,20260405_175213
Acero Corrugado,3621.11,741.36,ton,EXSA,2024-10-01,20260405_174124,erp_odoo,2684546.11,20260405_175213
Acero Corrugado,2395.04,660.68,m2,EXSA,2024-01-27,20260405_174124,erp_odoo,1582355.03,20260405_175213
Geomalla,4429.36,789.51,m2,EXSA,2024-02-09,20260405_174124,erp_odoo,3497024.01,20260405_175213
Acero Corrugado,3119.36,265.78,ton,CONCREMAX,2024-02-13,20260405_174124,erp_odoo,829063.5,20260405_175213
Geomalla,1249.83,516.68,und,CEMENTO SUR,2024-10-05,20260405_174124,erp_odoo,645762.16,20260405_175213
Emulsión,1486.33,16.0,und,FIRTH,2024-10-13,20260405_174124,erp_odoo,23781.28,20260405_175213
Cemento,2996.16,669.35,m3,CEMENTO SUR,2024-06-28,20260405_174124,erp_odoo,2005479.7,20260405_175213
Piedra 3/4,3304.62,485.57,ton,CEMENTO SUR,2024-01-01,20260405_174124,erp_odoo,1604624.33,20260405_175213
Acero Corrugado,618.71,270.87,m2,CEMENTO SUR,2024-08-05,20260405_174124,erp_odoo,167589.98,20260405_175213
Arena Gruesa,1891.29,722.7,und,CEMENTO SUR,2024-07-21,20260405_174124,erp_odoo,1366835.28,20260405_175213
Tubería HDPE,2696.47,785.21,ml,YURA,2024-05-10,20260405_174124,erp_odoo,2117295.21,20260405_175213
Geomalla,4900.33,500.89,ton,CONCREMAX,2024-07-26,20260405_174124,erp_odoo,2454526.29,20260405_175213
Cemento,3012.56,374.43,m2,YURA,2024-10-23,20260405_174124,erp_odoo,1127992.84,20260405_175213
Asfalto RC-250,1621.68,592.47,und,YURA,2024-07-02,20260405_174124,erp_odoo,960796.75,20260405_175213
Arena Gruesa,1067.54,728.64,m3,EXSA,2024-11-19,20260405_174124,erp_odoo,777852.35,20260405_175213
Cemento,1570.53,653.26,ton,CONCREMAX,2024-10-16,20260405_174124,erp_odoo,1025964.43,20260405_175213
Acero Corrugado,4030.61,200.26,m3,UNACEM,2024-09-02,20260405_174124,erp_odoo,807169.96,20260405_175213
Tubería HDPE,783.28,733.86,m2,FIRTH,2024-03-26,20260405_174124,erp_odoo,574817.86,20260405_175213
Emulsión,4085.19,717.06,m3,UNACEM,2024-10-25,20260405_174124,erp_odoo,2929326.34,20260405_175213
Cemento,984.42,770.36,und,CEMENTO SUR,2024-04-28,20260405_174124,erp_odoo,758357.79,20260405_175213
Asfalto RC-250,2400.29,302.7,m2,EXSA,2024-02-15,20260405_174124,erp_odoo,726567.78,20260405_175213
Arena Gruesa,4089.71,129.46,und,CONCREMAX,2024-08-25,20260405_174124,erp_odoo,529453.86,20260405_175213
Acero Corrugado,4209.14,412.32,ton,CONCREMAX,2024-12-09,20260405_174124,erp_odoo,1735512.6,20260405_175213
Arena Gruesa,403.22,446.89,ton,EXSA,2024-04-08,20260405_174124,erp_odoo,180194.99,20260405_175213
Cemento,3102.13,639.17,m2,FIRTH,2024-03-07,20260405_174124,erp_odoo,1982788.43,20260405_175213
Asfalto RC-250,3469.89,128.39,und,CEMENTO SUR,2024-12-06,20260405_174124,erp_odoo,445499.18,20260405_175213
Geomalla,4443.41,552.45,m3,EXSA,2024-12-30,20260405_174124,erp_odoo,2454761.85,20260405_175213
Arena Gruesa,1680.51,151.44,und,UNACEM,2024-01-12,20260405_174124,erp_odoo,254496.43,20260405_175213
Arena Gruesa,2244.65,703.62,m2,YURA,2024-01-18,20260405_174124,erp_odoo,1579380.63,20260405_175213
