material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source
Cemento,2562.06,642.74,ml,YURA,2024-06-05,20260405_232605,erp_odoo
Asfalto RC-250,1386.94,593.2,m3,CONCREMAX,2024-08-11,20260405_232605,erp_odoo
Arena Gruesa,767.71,781.94,und,EXSA,2024-12-02,20260405_232605,erp_odoo
Tubería HDPE,3438.47,749.67,ml,FIRTH,2024-02-15,20260405_232605,erp_odoo
Acero Corrugado,3092.47,513.48,m2,EXSA,2024-11-01,20260405_232605,erp_odoo
Asfalto RC-250,2405.53,766.29,m2,YURA,2024-09-27,20260405_232605,erp_odoo
Tubería HDPE,4059.02,523.55,m3,YURA,2024-03-07,20260405_232605,erp_odoo
Emulsión,4483.62,345.43,m3,EXSA,2024-11-26,20260405_232605,erp_odoo
Geomalla,2417.09,131.49,,EXSA,2024-09-30,20260405_232605,erp_odoo
Geomalla,2513.25,325.87,m3,UNACEM,2024-10-25,20260405_232605,erp_odoo
Cemento,2099.84,6.42,ton,FIRTH,2024-03-24,20260405_232605,erp_odoo
Acero Corrugado,1603.08,581.02,m3,EXSA,2024-01-27,20260405_232605,erp_odoo
Asfalto RC-250,2810.68,60.99,m2,EXSA,2024-07-05,20260405_232605,erp_odoo
Asfalto RC-250,2797.99,103.6,,UNACEM,2024-08-29,20260405_232605,erp_odoo
Geomalla,3321.63,104.72,ml,EXSA,2024-02-07,20260405_232605,erp_odoo
Piedra 3/4,3317.03,441.56,ml,EXSA,2024-09-25,20260405_232605,erp_odoo
Cemento,2772.48,315.61,ml,FIRTH,2024-06-08,20260405_232605,erp_odoo
Piedra 3/4,2907.44,468.44,ton,UNACEM,2024-05-01,20260405_232605,erp_odoo
Asfalto RC-250,3013.73,116.23,ml,CEMENTO SUR,2024-07-28,20260405_232605,erp_odoo
Piedra 3/4,4166.43,683.87,ml,EXSA,2024-07-26,20260405_232605,erp_odoo
Tubería HDPE,4049.0,330.27,,FIRTH,2024-02-22,20260405_232605,erp_odoo
Acero Corrugado,2067.88,395.75,,UNACEM,2024-05-03,20260405_232605,erp_odoo
Acero Corrugado,3096.16,275.24,m2,UNACEM,2024-12-16,20260405_232605,erp_odoo
Tubería HDPE,569.41,167.03,m3,CEMENTO SUR,2024-06-03,20260405_232605,erp_odoo
Geomalla,4959.0,445.68,und,CONCREMAX,2024-07-09,20260405_232605,erp_odoo
Cemento,3533.2,51.11,und,CONCREMAX,2024-08-30,20260405_232605,erp_odoo
Cemento,478.67,267.08,und,CONCREMAX,2024-12-19,20260405_232605,erp_odoo
Emulsión,601.64,42.57,ton,CEMENTO SUR,2024-10-14,20260405_232605,erp_odoo
Acero Corrugado,4816.13,84.21,,CEMENTO SUR,2024-06-06,20260405_232605,erp_odoo
Asfalto RC-250,949.29,195.54,m2,FIRTH,2024-06-23,20260405_232605,erp_odoo
Asfalto RC-250,3209.88,82.45,,CONCREMAX,2024-05-25,20260405_232605,erp_odoo
Arena Gruesa,813.35,75.65,m3,CEMENTO SUR,2024-11-06,20260405_232605,erp_odoo
Asfalto RC-250,4480.93,243.41,ml,FIRTH,2024-05-10,20260405_232605,erp_odoo
Emulsión,2246.2,194.11,,YURA,2024-09-24,20260405_232605,erp_odoo
Emulsión,942.01,180.49,,FIRTH,2024-09-01,20260405_232605,erp_odoo
Tubería HDPE,1876.96,343.01,ton,YURA,2024-04-27,20260405_232605,erp_odoo
Piedra 3/4,362.17,33.78,m2,FIRTH,2024-08-18,20260405_232605,erp_odoo
Geomalla,257.18,22.34,ton,UNACEM,2024-02-25,20260405_232605,erp_odoo
Geomalla,,477.69,m2,CONCREMAX,2024-03-19,20260405_232605,erp_odoo
Acero Corrugado,4054.78,473.09,ton,UNACEM,2024-03-31,20260405_232605,erp_odoo
Asfalto RC-250,4270.19,769.62,m2,YURA,2024-11-12,20260405_232605,erp_odoo
Arena Gruesa,304.0,69.07,m3,EXSA,2024-08-11,20260405_232605,erp_odoo
Tubería HDPE,2355.45,541.17,m2,CONCREMAX,2024-11-19,20260405_232605,erp_odoo
Piedra 3/4,3970.46,344.16,m2,CONCREMAX,2024-07-27,20260405_232605,erp_odoo
Emulsión,2683.42,667.82,ton,UNACEM,2024-09-12,20260405_232605,erp_odoo
Emulsión,1798.61,511.64,ton,YURA,2024-09-08,20260405_232605,erp_odoo
Asfalto RC-250,1964.59,134.7,,EXSA,2024-10-22,20260405_232605,erp_odoo
Cemento,1795.32,778.26,,UNACEM,2024-11-03,20260405_232605,erp_odoo
Asfalto RC-250,485.23,345.55,m3,FIRTH,2024-12-17,20260405_232605,erp_odoo
Acero Corrugado,4478.6,10.27,ml,CONCREMAX,2024-04-09,20260405_232605,erp_odoo
Tubería HDPE,3236.48,275.65,m3,CEMENTO SUR,2024-09-04,20260405_232605,erp_odoo
Piedra 3/4,2916.23,546.92,m3,UNACEM,2024-12-13,20260405_232605,erp_odoo
Tubería HDPE,1051.27,763.25,m2,CONCREMAX,2024-03-28,20260405_232605,erp_odoo
Cemento,3171.41,158.41,ton,EXSA,2024-04-26,20260405_232605,erp_odoo
Piedra 3/4,819.21,360.37,m2,EXSA,2024-09-27,20260405_232605,erp_odoo
Geomalla,1725.35,714.9,und,UNACEM,2024-12-13,20260405_232605,erp_odoo
Emulsión,2522.39,482.35,ton,FIRTH,2024-11-26,20260405_232605,erp_odoo
Tubería HDPE,1707.18,531.59,m2,UNACEM,2024-10-03,20260405_232605,erp_odoo
Tubería HDPE,1834.43,26.63,und,EXSA,2024-02-04,20260405_232605,erp_odoo
Cemento,62.96,406.71,und,UNACEM,2024-12-20,20260405_232605,erp_odoo
Geomalla,2850.9,314.29,und,CONCREMAX,2024-11-18,20260405_232605,erp_odoo
Emulsión,665.26,384.75,ml,EXSA,2024-09-26,20260405_232605,erp_odoo
Emulsión,2146.91,778.34,und,FIRTH,2024-10-07,20260405_232605,erp_odoo
Cemento,3596.14,216.48,m3,EXSA,2024-07-17,20260405_232605,erp_odoo
Emulsión,1807.18,42.46,m2,EXSA,2024-09-12,20260405_232605,erp_odoo
Geomalla,1039.55,193.85,und,EXSA,2024-08-25,20260405_232605,erp_odoo
Arena Gruesa,1597.7,136.45,ton,CONCREMAX,2024-10-14,20260405_232605,erp_odoo
Acero Corrugado,4979.9,537.23,ml,EXSA,2024-08-18,20260405_232605,erp_odoo
Tubería HDPE,877.47,536.36,ton,UNACEM,2024-11-13,20260405_232605,erp_odoo
Acero Corrugado,2010.3,358.12,m2,CEMENTO SUR,2024-12-13,20260405_232605,erp_odoo
Piedra 3/4,3474.44,132.55,und,YURA,2024-01-07,20260405_232605,erp_odoo
Emulsión,4275.99,64.19,m3,UNACEM,2024-08-21,20260405_232605,erp_odoo
Geomalla,4306.06,688.58,und,EXSA,2024-05-13,20260405_232605,erp_odoo
Emulsión,4118.37,421.08,m2,FIRTH,2024-08-08,20260405_232605,erp_odoo
Acero Corrugado,4794.97,250.23,ml,CONCREMAX,2024-03-27,20260405_232605,erp_odoo
Cemento,1705.11,399.89,und,UNACEM,2024-05-27,20260405_232605,erp_odoo
Piedra 3/4,2133.32,507.46,ton,CEMENTO SUR,2024-11-12,20260405_232605,erp_odoo
Geomalla,4663.28,219.09,m3,EXSA,2024-01-09,20260405_232605,erp_odoo
Geomalla,2508.16,480.93,m3,YURA,2024-02-15,20260405_232605,erp_odoo
Tubería HDPE,1812.42,656.98,,CONCREMAX,2024-02-20,20260405_232605,erp_odoo
Asfalto RC-250,3550.14,443.45,m3,EXSA,2024-04-09,20260405_232605,erp_odoo
Arena Gruesa,4033.28,406.37,ton,CEMENTO SUR,2024-07-15,20260405_232605,erp_odoo
Arena Gruesa,4551.5,192.71,m2,EXSA,2024-05-28,20260405_232605,erp_odoo
Acero Corrugado,1720.25,792.21,und,CEMENTO SUR,2024-03-31,20260405_232605,erp_odoo
Acero Corrugado,3339.33,772.26,und,FIRTH,2024-12-31,20260405_232605,erp_odoo
Arena Gruesa,3288.82,545.08,ml,EXSA,2024-07-22,20260405_232605,erp_odoo
Piedra 3/4,2567.28,78.91,und,YURA,2024-11-03,20260405_232605,erp_odoo
Arena Gruesa,1512.92,627.67,m3,EXSA,2024-07-17,20260405_232605,erp_odoo
Piedra 3/4,481.62,504.81,m3,EXSA,2024-04-18,20260405_232605,erp_odoo
Geomalla,1376.5,519.33,und,YURA,2024-12-23,20260405_232605,erp_odoo
Cemento,4236.42,639.24,m2,EXSA,2024-06-21,20260405_232605,erp_odoo
Acero Corrugado,250.0,449.04,,FIRTH,2024-09-29,20260405_232605,erp_odoo
Acero Corrugado,62.3,555.76,und,FIRTH,2024-08-06,20260405_232605,erp_odoo
Cemento,1424.79,119.09,ml,CEMENTO SUR,2024-12-27,20260405_232605,erp_odoo
Emulsión,4162.0,91.17,ml,EXSA,2024-03-27,20260405_232605,erp_odoo
Emulsión,2598.54,754.26,,CONCREMAX,2024-07-30,20260405_232605,erp_odoo
Emulsión,2636.37,447.78,m2,UNACEM,2024-01-26,20260405_232605,erp_odoo
Piedra 3/4,4327.37,261.35,,FIRTH,2024-07-06,20260405_232605,erp_odoo
Arena Gruesa,4528.23,532.34,m3,UNACEM,2024-07-14,20260405_232605,erp_odoo
Asfalto RC-250,3781.13,787.46,m3,EXSA,2024-09-22,20260405_232605,erp_odoo
Asfalto RC-250,3722.05,595.13,und,UNACEM,2024-09-23,20260405_232605,erp_odoo
Piedra 3/4,4736.48,343.67,und,UNACEM,2024-06-09,20260405_232605,erp_odoo
Tubería HDPE,,485.35,ml,EXSA,2024-08-21,20260405_232605,erp_odoo
Acero Corrugado,3350.28,251.12,und,UNACEM,2024-12-25,20260405_232605,erp_odoo
Emulsión,2831.51,700.97,m2,YURA,2024-11-02,20260405_232605,erp_odoo
Asfalto RC-250,2718.97,267.86,,UNACEM,2024-03-11,20260405_232605,erp_odoo
Tubería HDPE,3331.52,244.83,ml,CEMENTO SUR,2024-11-30,20260405_232605,erp_odoo
Piedra 3/4,3850.7,570.73,,YURA,2024-09-01,20260405_232605,erp_odoo
Emulsión,1968.89,273.75,m2,EXSA,2024-11-27,20260405_232605,erp_odoo
Asfalto RC-250,1060.02,198.89,m3,CONCREMAX,2024-06-24,20260405_232605,erp_odoo
Acero Corrugado,867.66,412.45,und,EXSA,2024-02-16,20260405_232605,erp_odoo
Cemento,1450.83,777.51,,FIRTH,2024-12-30,20260405_232605,erp_odoo
Cemento,1974.1,175.42,und,CONCREMAX,2024-02-16,20260405_232605,erp_odoo
Cemento,1805.55,199.55,und,UNACEM,2024-12-07,20260405_232605,erp_odoo
Geomalla,739.12,174.74,m2,EXSA,2024-10-09,20260405_232605,erp_odoo
Emulsión,948.44,129.09,m2,EXSA,2024-07-19,20260405_232605,erp_odoo
Asfalto RC-250,1274.7,335.89,m3,EXSA,2024-09-16,20260405_232605,erp_odoo
Asfalto RC-250,3235.81,635.61,,CEMENTO SUR,2024-08-02,20260405_232605,erp_odoo
Tubería HDPE,3820.82,15.33,m3,UNACEM,2024-06-21,20260405_232605,erp_odoo
Arena Gruesa,,678.3,m2,UNACEM,2024-12-16,20260405_232605,erp_odoo
Emulsión,946.3,110.41,und,FIRTH,2024-04-21,20260405_232605,erp_odoo
Emulsión,4969.09,265.88,m3,CONCREMAX,2024-02-13,20260405_232605,erp_odoo
Tubería HDPE,3447.41,576.9,ml,UNACEM,2024-02-18,20260405_232605,erp_odoo
Tubería HDPE,3971.13,660.76,und,YURA,2024-12-17,20260405_232605,erp_odoo
Arena Gruesa,2589.38,711.65,m3,CONCREMAX,2024-03-08,20260405_232605,erp_odoo
Geomalla,3388.39,363.25,m2,EXSA,2024-11-19,20260405_232605,erp_odoo
Cemento,1225.66,665.4,ml,YURA,2024-11-23,20260405_232605,erp_odoo
Cemento,4757.26,93.22,,CEMENTO SUR,2024-06-13,20260405_232605,erp_odoo
Emulsión,3955.0,628.41,ml,FIRTH,2024-10-09,20260405_232605,erp_odoo
Acero Corrugado,199.05,713.51,m3,FIRTH,2024-04-12,20260405_232605,erp_odoo
Asfalto RC-250,3299.88,429.65,,CEMENTO SUR,2024-09-16,20260405_232605,erp_odoo
Asfalto RC-250,,430.19,ml,CEMENTO SUR,2024-11-16,20260405_232605,erp_odoo
Piedra 3/4,4734.02,590.46,m2,CEMENTO SUR,2024-12-17,20260405_232605,erp_odoo
Emulsión,3565.96,550.99,,UNACEM,2024-05-19,20260405_232605,erp_odoo
Arena Gruesa,3385.82,370.25,ml,CONCREMAX,2024-10-10,20260405_232605,erp_odoo
Emulsión,4023.73,715.0,ml,EXSA,2024-02-17,20260405_232605,erp_odoo
Geomalla,3252.53,526.34,,CONCREMAX,2024-07-08,20260405_232605,erp_odoo
Arena Gruesa,2450.1,709.84,m2,YURA,2024-02-22,20260405_232605,erp_odoo
Emulsión,2462.23,577.7,,CONCREMAX,2024-12-07,20260405_232605,erp_odoo
Geomalla,2406.1,108.07,m3,CONCREMAX,2024-01-12,20260405_232605,erp_odoo
Tubería HDPE,4117.25,686.57,,UNACEM,2024-10-03,20260405_232605,erp_odoo
Piedra 3/4,2077.57,312.5,ml,FIRTH,2024-03-31,20260405_232605,erp_odoo
Cemento,1405.26,637.71,,EXSA,2024-08-03,20260405_232605,erp_odoo
Geomalla,2575.44,390.28,ton,YURA,2024-09-12,20260405_232605,erp_odoo
Asfalto RC-250,1983.67,596.25,,CONCREMAX,2024-10-15,20260405_232605,erp_odoo
Asfalto RC-250,3930.11,567.1,ton,FIRTH,2024-01-18,20260405_232605,erp_odoo
Acero Corrugado,4229.47,220.08,ton,UNACEM,2024-12-16,20260405_232605,erp_odoo
Asfalto RC-250,751.15,93.33,,CONCREMAX,2024-10-06,20260405_232605,erp_odoo
Cemento,3299.8,490.62,m2,CONCREMAX,2024-06-19,20260405_232605,erp_odoo
Arena Gruesa,2821.65,773.38,ml,CEMENTO SUR,2024-02-23,20260405_232605,erp_odoo
Piedra 3/4,738.98,27.91,ton,CEMENTO SUR,2024-12-13,20260405_232605,erp_odoo
Cemento,256.24,714.08,m3,CONCREMAX,2024-11-15,20260405_232605,erp_odoo
Tubería HDPE,2519.85,729.95,ton,CONCREMAX,2024-12-10,20260405_232605,erp_odoo
Emulsión,502.52,497.31,ml,YURA,2024-08-31,20260405_232605,erp_odoo
Tubería HDPE,2918.09,464.15,und,UNACEM,2024-09-19,20260405_232605,erp_odoo
Cemento,3079.58,528.68,und,CONCREMAX,2024-10-07,20260405_232605,erp_odoo
Piedra 3/4,2442.47,158.43,m2,UNACEM,2024-08-16,20260405_232605,erp_odoo
Asfalto RC-250,3586.98,576.29,,FIRTH,2024-02-24,20260405_232605,erp_odoo
Emulsión,1665.04,299.42,,CONCREMAX,2024-05-09,20260405_232605,erp_odoo
Cemento,505.81,253.66,ton,CONCREMAX,2024-10-18,20260405_232605,erp_odoo
Emulsión,556.25,185.03,m3,UNACEM,2024-07-24,20260405_232605,erp_odoo
Tubería HDPE,2571.37,202.4,ton,YURA,2024-04-24,20260405_232605,erp_odoo
Acero Corrugado,274.3,693.76,ml,EXSA,2024-02-07,20260405_232605,erp_odoo
Piedra 3/4,3517.41,388.99,ton,CONCREMAX,2024-06-13,20260405_232605,erp_odoo
Piedra 3/4,4760.31,192.25,m2,EXSA,2024-07-19,20260405_232605,erp_odoo
Arena Gruesa,4785.65,572.0,und,YURA,2024-02-15,20260405_232605,erp_odoo
Piedra 3/4,3951.65,632.22,m3,EXSA,2024-02-02,20260405_232605,erp_odoo
Geomalla,467.88,634.59,m3,CEMENTO SUR,2024-09-10,20260405_232605,erp_odoo
Geomalla,4275.13,734.8,m3,EXSA,2024-05-03,20260405_232605,erp_odoo
Acero Corrugado,4592.59,782.4,ton,CEMENTO SUR,2024-04-18,20260405_232605,erp_odoo
Cemento,1007.56,503.58,m3,CONCREMAX,2024-11-30,20260405_232605,erp_odoo
Arena Gruesa,506.11,577.55,m2,CEMENTO SUR,2024-12-14,20260405_232605,erp_odoo
Tubería HDPE,1526.93,124.24,,EXSA,2024-09-10,20260405_232605,erp_odoo
Geomalla,539.32,85.11,ton,FIRTH,2024-07-20,20260405_232605,erp_odoo
Emulsión,21.56,706.56,,CONCREMAX,2024-09-11,20260405_232605,erp_odoo
Emulsión,3703.93,525.07,ton,CEMENTO SUR,2024-07-29,20260405_232605,erp_odoo
Geomalla,1566.72,66.08,m2,UNACEM,2024-02-21,20260405_232605,erp_odoo
Piedra 3/4,3102.45,505.31,m2,FIRTH,2024-12-01,20260405_232605,erp_odoo
Cemento,1245.62,765.06,ton,EXSA,2024-04-01,20260405_232605,erp_odoo
Piedra 3/4,4916.31,667.47,m2,CEMENTO SUR,2024-11-23,20260405_232605,erp_odoo
Piedra 3/4,777.39,394.06,,EXSA,2024-05-07,20260405_232605,erp_odoo
Acero Corrugado,2100.87,241.78,m2,CEMENTO SUR,2024-09-06,20260405_232605,erp_odoo
Arena Gruesa,4323.34,240.55,,EXSA,2024-01-26,20260405_232605,erp_odoo
Acero Corrugado,4970.14,766.65,,CONCREMAX,2024-07-27,20260405_232605,erp_odoo
Arena Gruesa,1114.15,659.27,ton,FIRTH,2024-09-30,20260405_232605,erp_odoo
Emulsión,1059.66,567.43,,YURA,2024-07-16,20260405_232605,erp_odoo
Emulsión,4984.42,257.63,ml,FIRTH,2024-04-25,20260405_232605,erp_odoo
Asfalto RC-250,2569.46,138.57,m2,UNACEM,2024-05-12,20260405_232605,erp_odoo
Acero Corrugado,1908.4,688.79,m3,CEMENTO SUR,2024-02-05,20260405_232605,erp_odoo
Acero Corrugado,1771.69,539.2,ml,CEMENTO SUR,2024-08-26,20260405_232605,erp_odoo
Asfalto RC-250,2886.53,360.49,m3,EXSA,2024-11-23,20260405_232605,erp_odoo
Tubería HDPE,4673.61,460.48,m2,EXSA,2024-11-28,20260405_232605,erp_odoo
Asfalto RC-250,1374.57,507.74,m2,CEMENTO SUR,2024-10-30,20260405_232605,erp_odoo
Cemento,773.12,716.88,m2,CONCREMAX,2024-01-07,20260405_232605,erp_odoo
Geomalla,4478.37,151.83,m2,CEMENTO SUR,2024-01-21,20260405_232605,erp_odoo
Arena Gruesa,496.67,306.14,und,CONCREMAX,2024-06-15,20260405_232605,erp_odoo
Asfalto RC-250,1639.48,268.45,ml,FIRTH,2024-03-21,20260405_232605,erp_odoo
Acero Corrugado,4105.08,766.2,m3,CEMENTO SUR,2024-03-23,20260405_232605,erp_odoo
Asfalto RC-250,2455.66,621.84,und,CEMENTO SUR,2024-05-08,20260405_232605,erp_odoo
Arena Gruesa,2015.86,430.9,,YURA,2024-09-05,20260405_232605,erp_odoo
Arena Gruesa,1236.65,799.96,ml,CEMENTO SUR,2024-01-18,20260405_232605,erp_odoo
Acero Corrugado,169.37,665.36,m3,UNACEM,2024-05-18,20260405_232605,erp_odoo
Asfalto RC-250,1517.19,240.85,m2,EXSA,2024-12-16,20260405_232605,erp_odoo
Emulsión,1082.48,432.43,m3,CEMENTO SUR,2024-03-14,20260405_232605,erp_odoo
Cemento,1415.72,14.98,und,UNACEM,2024-12-09,20260405_232605,erp_odoo
Cemento,4639.08,572.86,und,UNACEM,2024-01-13,20260405_232605,erp_odoo
Piedra 3/4,2581.71,138.58,ml,UNACEM,2024-12-05,20260405_232605,erp_odoo
Piedra 3/4,2156.44,703.55,m2,UNACEM,2024-02-19,20260405_232605,erp_odoo
Tubería HDPE,212.31,120.38,und,FIRTH,2024-02-12,20260405_232605,erp_odoo
Piedra 3/4,2665.58,442.93,ton,CONCREMAX,2024-08-30,20260405_232605,erp_odoo
Cemento,4157.42,500.0,ml,FIRTH,2024-05-06,20260405_232605,erp_odoo
Tubería HDPE,2921.14,326.99,ton,CONCREMAX,2024-09-06,20260405_232605,erp_odoo
Emulsión,4609.1,55.73,und,FIRTH,2024-06-08,20260405_232605,erp_odoo
Asfalto RC-250,3752.63,687.81,m2,CONCREMAX,2024-11-08,20260405_232605,erp_odoo
Piedra 3/4,4747.5,396.27,ton,YURA,2024-07-05,20260405_232605,erp_odoo
Geomalla,4103.46,766.16,m3,UNACEM,2024-07-25,20260405_232605,erp_odoo
Acero Corrugado,4537.09,239.31,und,CONCREMAX,2024-04-15,20260405_232605,erp_odoo
Emulsión,3493.28,628.47,,UNACEM,2024-10-12,20260405_232605,erp_odoo
Asfalto RC-250,2903.53,258.98,ton,EXSA,2024-08-11,20260405_232605,erp_odoo
Geomalla,2910.02,242.21,ton,CEMENTO SUR,2024-07-31,20260405_232605,erp_odoo
Arena Gruesa,2514.5,282.43,und,CEMENTO SUR,2024-03-21,20260405_232605,erp_odoo
Geomalla,4147.42,701.43,m2,UNACEM,2024-03-11,20260405_232605,erp_odoo
Acero Corrugado,2088.61,72.9,m2,YURA,2024-07-29,20260405_232605,erp_odoo
Emulsión,3891.16,442.5,ml,UNACEM,2024-02-27,20260405_232605,erp_odoo
Asfalto RC-250,3699.9,302.73,ml,UNACEM,2024-01-18,20260405_232605,erp_odoo
Arena Gruesa,4916.9,674.33,ton,CONCREMAX,2024-09-26,20260405_232605,erp_odoo
Arena Gruesa,3041.61,123.81,ton,CONCREMAX,2024-01-10,20260405_232605,erp_odoo
Piedra 3/4,4553.93,22.43,m3,CEMENTO SUR,2024-08-09,20260405_232605,erp_odoo
Piedra 3/4,2831.25,385.33,ml,CEMENTO SUR,2024-04-26,20260405_232605,erp_odoo
Acero Corrugado,3147.04,662.65,m3,UNACEM,2024-04-09,20260405_232605,erp_odoo
Tubería HDPE,1985.14,47.12,ml,YURA,2024-03-30,20260405_232605,erp_odoo
Emulsión,3913.25,471.75,,FIRTH,2024-10-13,20260405_232605,erp_odoo
Acero Corrugado,1753.51,411.96,ml,EXSA,2024-03-01,20260405_232605,erp_odoo
Geomalla,1588.62,789.73,ton,CONCREMAX,2024-01-25,20260405_232605,erp_odoo
Geomalla,2323.87,621.15,m2,UNACEM,2024-12-14,20260405_232605,erp_odoo
Asfalto RC-250,1971.95,650.85,m2,CEMENTO SUR,2024-08-29,20260405_232605,erp_odoo
Tubería HDPE,612.42,782.12,m3,YURA,2024-11-01,20260405_232605,erp_odoo
Geomalla,3903.47,328.53,und,FIRTH,2024-09-23,20260405_232605,erp_odoo
Acero Corrugado,4653.92,26.23,,EXSA,2024-05-22,20260405_232605,erp_odoo
Piedra 3/4,3075.17,316.07,und,CONCREMAX,2024-11-20,20260405_232605,erp_odoo
Tubería HDPE,1925.54,663.03,m3,EXSA,2024-12-01,20260405_232605,erp_odoo
Arena Gruesa,1857.6,753.4,,EXSA,2024-01-12,20260405_232605,erp_odoo
Arena Gruesa,868.91,295.52,ml,UNACEM,2024-12-27,20260405_232605,erp_odoo
Piedra 3/4,2072.44,239.64,und,YURA,2024-01-26,20260405_232605,erp_odoo
Arena Gruesa,1018.15,17.9,m2,EXSA,2024-01-06,20260405_232605,erp_odoo
Geomalla,3677.39,746.81,ml,CONCREMAX,2024-05-18,20260405_232605,erp_odoo
Arena Gruesa,197.02,536.35,m2,EXSA,2024-06-21,20260405_232605,erp_odoo
Asfalto RC-250,1631.85,566.54,m2,YURA,2024-09-11,20260405_232605,erp_odoo
Arena Gruesa,3049.33,259.95,m3,UNACEM,2024-03-21,20260405_232605,erp_odoo
Piedra 3/4,4085.25,231.63,und,CEMENTO SUR,2024-10-29,20260405_232605,erp_odoo
Emulsión,1424.2,555.18,m2,CONCREMAX,2024-05-20,20260405_232605,erp_odoo
Piedra 3/4,1894.77,549.0,ml,EXSA,2024-08-07,20260405_232605,erp_odoo
Cemento,716.78,667.19,und,FIRTH,2024-07-05,20260405_232605,erp_odoo
Asfalto RC-250,1415.59,573.24,,EXSA,2024-06-05,20260405_232605,erp_odoo
Geomalla,3003.0,701.52,ton,UNACEM,2024-02-29,20260405_232605,erp_odoo
Geomalla,4936.5,686.24,und,CEMENTO SUR,2024-02-23,20260405_232605,erp_odoo
Acero Corrugado,2198.79,171.71,und,FIRTH,2024-12-03,20260405_232605,erp_odoo
Arena Gruesa,2769.97,112.38,m2,CONCREMAX,2024-04-22,20260405_232605,erp_odoo
Emulsión,,471.47,,UNACEM,2024-01-17,20260405_232605,erp_odoo
Cemento,276.46,76.45,,YURA,2024-08-22,20260405_232605,erp_odoo
Asfalto RC-250,4044.3,246.3,m3,UNACEM,2024-11-20,20260405_232605,erp_odoo
Piedra 3/4,2401.2,490.35,m3,FIRTH,2024-10-26,20260405_232605,erp_odoo
Tubería HDPE,1215.85,269.09,ml,CEMENTO SUR,2024-08-19,20260405_232605,erp_odoo
Tubería HDPE,132.65,722.4,und,CONCREMAX,2024-06-03,20260405_232605,erp_odoo
Piedra 3/4,1831.25,502.74,,FIRTH,2024-05-23,20260405_232605,erp_odoo
Asfalto RC-250,4127.27,221.92,m2,YURA,2024-07-28,20260405_232605,erp_odoo
Geomalla,,752.29,ton,CEMENTO SUR,2024-08-29,20260405_232605,erp_odoo
Acero Corrugado,,753.03,ton,CEMENTO SUR,2024-09-14,20260405_232605,erp_odoo
Tubería HDPE,3693.76,560.96,ml,FIRTH,2024-04-29,20260405_232605,erp_odoo
Acero Corrugado,4327.88,309.17,ton,CONCREMAX,2024-06-29,20260405_232605,erp_odoo
Tubería HDPE,548.66,352.37,ml,EXSA,2024-12-01,20260405_232605,erp_odoo
Tubería HDPE,4194.83,54.47,ml,YURA,2024-11-30,20260405_232605,erp_odoo
Emulsión,4691.56,516.78,,UNACEM,2024-01-28,20260405_232605,erp_odoo
Arena Gruesa,4469.97,25.0,m2,EXSA,2024-08-19,20260405_232605,erp_odoo
Emulsión,4931.77,223.33,ton,YURA,2024-09-22,20260405_232605,erp_odoo
Tubería HDPE,,612.3,und,CEMENTO SUR,2024-03-25,20260405_232605,erp_odoo
Cemento,1176.92,625.61,m3,CONCREMAX,2024-11-10,20260405_232605,erp_odoo
Arena Gruesa,1256.2,742.75,m3,YURA,2024-02-16,20260405_232605,erp_odoo
Piedra 3/4,4412.18,777.64,,FIRTH,2024-11-02,20260405_232605,erp_odoo
Piedra 3/4,,113.01,ml,FIRTH,2024-02-16,20260405_232605,erp_odoo
Asfalto RC-250,3438.25,183.46,,UNACEM,2024-12-07,20260405_232605,erp_odoo
Arena Gruesa,901.9,477.52,ml,CEMENTO SUR,2024-11-21,20260405_232605,erp_odoo
Geomalla,4810.81,741.85,m3,EXSA,2024-06-30,20260405_232605,erp_odoo
Asfalto RC-250,3083.62,374.0,,FIRTH,2024-04-24,20260405_232605,erp_odoo
Arena Gruesa,3909.51,404.28,m3,EXSA,2024-12-02,20260405_232605,erp_odoo
Cemento,48.26,19.31,,CONCREMAX,2024-07-04,20260405_232605,erp_odoo
Asfalto RC-250,1926.77,178.82,ml,UNACEM,2024-01-23,20260405_232605,erp_odoo
Tubería HDPE,2678.87,791.56,ml,FIRTH,2024-10-25,20260405_232605,erp_odoo
Tubería HDPE,3594.0,352.28,ton,UNACEM,2024-04-22,20260405_232605,erp_odoo
Arena Gruesa,4385.47,150.58,ton,YURA,2024-05-28,20260405_232605,erp_odoo
Tubería HDPE,2528.83,690.27,ton,YURA,2024-12-04,20260405_232605,erp_odoo
Acero Corrugado,4842.34,163.82,m3,CONCREMAX,2024-07-11,20260405_232605,erp_odoo
Geomalla,3316.47,425.66,m3,UNACEM,2024-12-27,20260405_232605,erp_odoo
Asfalto RC-250,2842.96,618.72,ton,CEMENTO SUR,2024-09-25,20260405_232605,erp_odoo
Piedra 3/4,1297.16,18.22,m2,EXSA,2024-04-29,20260405_232605,erp_odoo
Tubería HDPE,4518.19,543.15,,CEMENTO SUR,2024-06-22,20260405_232605,erp_odoo
Tubería HDPE,3688.79,65.32,m2,CEMENTO SUR,2024-05-31,20260405_232605,erp_odoo
Asfalto RC-250,205.99,195.0,,CEMENTO SUR,2024-01-26,20260405_232605,erp_odoo
